(NUMBER_COMPETITOR,I,J,K)	(5,50,50,100)
COMPETITORS	14	23	0	21	25
k=0:	24	17	14	43	32	34	11	16	20	41	33	9	3	19	31	46	44	2	8	35	27	23	37	12	30	36	49	7	4	5	29	38	40	15	21	28	18	1	26	10	47	25	42	13	39	0	45	22	48	6
k=1:	18	41	45	2	21	29	39	24	35	6	22	44	34	36	32	15	8	17	20	12	30	43	48	28	19	49	27	7	37	25	33	31	26	10	42	4	5	1	23	13	9	46	3	16	40	38	11	0	47	14
k=2:	34	48	5	45	32	13	19	26	12	41	1	4	8	35	36	37	40	23	31	30	7	39	29	16	17	46	33	6	15	22	25	18	28	44	27	11	20	47	9	10	0	21	42	2	43	38	49	3	14	24
k=3:	40	30	42	1	39	24	13	38	47	21	31	10	27	28	3	48	26	19	0	32	7	17	18	49	15	36	34	41	6	8	20	2	33	25	45	23	29	16	11	22	44	5	4	35	14	12	9	46	37	43
k=4:	14	6	34	22	38	46	16	12	18	47	3	5	42	1	43	9	33	7	36	29	48	37	49	28	39	30	32	31	44	8	19	23	20	45	10	35	4	27	13	24	15	40	41	17	25	0	11	21	2	26
k=5:	37	30	12	47	10	27	39	23	4	22	35	6	19	15	8	1	32	7	41	20	24	9	26	0	11	36	31	33	46	18	16	17	29	21	2	5	44	28	38	3	14	40	34	43	25	48	42	49	45	13
k=6:	25	12	34	33	28	38	47	15	18	37	35	40	27	41	44	5	0	20	3	16	9	45	21	30	2	14	48	26	49	46	13	8	42	31	10	17	19	23	7	39	29	36	11	22	43	1	32	24	6	4
k=7:	1	2	36	15	10	39	28	6	46	29	35	11	22	48	30	42	5	0	20	43	4	25	45	44	38	3	16	19	24	32	13	40	23	12	21	37	26	17	8	31	27	49	41	33	7	34	18	14	47	9
k=8:	38	27	15	16	37	24	21	42	19	49	17	30	5	22	6	0	20	46	34	45	7	12	36	8	41	1	25	26	9	32	14	2	35	33	29	18	40	48	43	3	39	28	13	4	31	23	11	10	44	47
k=9:	49	43	11	35	22	44	8	17	38	26	16	46	2	13	31	19	48	34	7	12	6	33	41	10	32	21	25	36	15	5	29	24	28	14	42	37	40	39	27	18	47	45	0	3	9	4	23	30	20	1
k=10:	35	20	26	3	19	37	16	29	4	40	31	17	34	15	14	39	46	32	24	8	42	27	10	1	45	43	49	47	36	25	7	28	21	2	33	23	0	48	13	9	12	6	44	38	41	18	30	5	11	22
k=11:	21	29	47	38	36	2	11	45	3	28	15	17	44	33	13	22	27	41	34	20	1	25	4	35	10	42	16	39	40	32	49	48	37	7	30	6	9	23	18	46	19	24	12	5	14	0	31	8	26	43
k=12:	17	2	5	18	27	36	22	39	4	38	9	46	13	42	1	49	21	23	45	7	10	32	34	48	30	16	43	12	29	40	47	28	20	35	24	19	26	44	14	25	15	31	37	6	33	11	3	8	41	0
k=13:	36	32	27	13	21	45	15	46	5	10	16	17	11	1	26	24	40	41	42	19	6	18	37	25	4	49	39	28	30	20	48	38	35	14	31	8	44	23	12	7	47	43	33	2	3	34	29	22	9	0
k=14:	5	34	8	0	39	42	27	22	19	18	41	48	12	36	49	14	46	16	10	40	7	28	23	26	2	47	1	11	4	21	43	37	24	38	35	13	15	30	3	20	9	31	32	6	33	44	29	45	25	17
k=15:	12	29	22	34	2	15	21	33	44	19	18	6	16	37	10	46	17	36	23	41	7	31	32	25	11	3	35	45	24	4	5	27	49	38	26	40	13	0	39	48	28	8	1	47	14	42	9	43	20	30
k=16:	43	39	29	4	5	30	12	24	13	11	28	16	38	32	22	34	19	40	31	48	8	44	47	0	36	3	17	37	33	45	20	6	18	41	35	2	1	14	23	7	27	49	25	10	46	21	42	26	9	15
k=17:	39	26	28	43	46	17	33	44	23	9	32	3	2	19	11	7	12	25	24	15	38	13	36	34	49	4	8	42	0	29	5	48	1	40	37	16	6	45	20	41	18	27	35	30	47	14	10	21	31	22
k=18:	36	30	28	25	21	37	8	0	44	27	6	45	40	7	2	32	24	10	38	16	11	17	14	18	26	23	1	34	15	4	20	13	39	33	19	48	22	5	49	43	12	9	35	31	41	42	47	29	46	3
k=19:	36	17	24	49	20	6	34	35	46	30	19	15	45	11	42	40	14	28	18	26	39	41	23	0	5	47	3	2	37	25	21	27	10	13	4	12	38	32	48	44	9	33	7	43	16	31	22	29	1	8
k=20:	1	34	33	39	10	19	13	7	20	41	26	38	0	16	32	30	23	28	49	45	37	42	48	11	12	15	47	6	5	18	17	36	40	3	2	24	4	14	8	22	9	31	46	29	25	43	44	35	27	21
k=21:	12	10	47	6	9	39	29	46	16	7	28	15	33	2	44	3	0	41	22	24	40	17	25	38	37	26	23	32	19	36	5	1	4	11	43	20	34	35	49	30	13	48	14	27	8	31	18	21	42	45
k=22:	5	21	7	34	24	3	4	0	23	6	26	16	41	11	27	12	10	32	39	29	1	46	14	28	22	49	31	17	8	15	20	35	2	40	30	13	44	33	25	37	18	19	9	42	38	45	36	47	48	43
k=23:	12	49	36	20	1	10	45	23	14	37	7	32	0	38	26	24	3	16	5	11	34	33	47	31	44	9	17	21	4	29	46	30	40	8	39	25	19	15	48	35	18	41	6	28	22	13	42	27	2	43
k=24:	48	18	14	25	34	20	4	0	3	42	31	49	22	38	26	45	8	12	16	5	41	1	43	39	40	46	19	32	44	9	35	37	2	24	30	36	15	47	29	28	13	11	27	23	17	10	21	7	33	6
k=25:	40	31	13	5	46	20	43	49	9	25	1	23	17	30	48	47	22	18	33	14	36	7	8	44	37	21	34	42	27	15	28	45	19	39	3	38	6	32	41	12	24	0	10	16	29	35	2	11	26	4
k=26:	20	13	39	41	43	3	6	10	9	28	29	7	44	48	5	24	11	14	18	37	4	40	25	47	32	35	22	15	27	33	2	12	42	34	26	45	17	1	23	30	16	38	8	21	0	49	46	19	36	31
k=27:	9	49	45	40	18	38	30	1	6	25	13	31	46	22	34	26	27	12	42	36	8	48	7	16	28	0	14	35	43	37	44	2	23	32	20	11	15	19	29	5	17	39	47	24	3	33	10	41	4	21
