(NUMBER_COMPETITOR,I,J,K)	(5,20,20,100)
COMPETITORS	6	14	13	1	11
k=0:	12	0	18	16	15	14	1	13	3	17	8	9	5	19	11	2	7	4	6	10
k=1:	3	0	18	10	11	4	1	5	8	15	19	9	7	12	13	14	2	16	6	17
k=2:	9	14	13	7	5	8	15	12	19	17	3	16	1	6	0	2	4	18	11	10
k=3:	9	6	13	10	15	17	2	0	1	14	12	8	16	11	18	3	7	4	19	5
k=4:	15	5	1	6	4	2	14	7	19	12	18	9	3	10	13	0	17	8	11	16
k=5:	6	17	2	12	9	11	0	14	1	7	10	18	16	5	8	3	15	13	19	4
k=6:	8	14	1	11	5	19	4	18	16	6	12	0	15	2	13	3	9	7	17	10
k=7:	1	18	0	9	11	4	15	8	14	6	17	7	19	12	16	3	10	13	2	5
k=8:	7	16	0	6	10	15	17	18	1	4	3	12	19	8	9	11	14	2	5	13
k=9:	1	15	9	16	14	13	8	12	0	19	4	5	6	3	10	18	11	17	7	2
k=10:	18	12	8	5	2	19	4	16	10	7	17	14	13	0	6	11	1	9	3	15
k=11:	1	17	15	7	3	8	11	13	6	16	10	19	12	0	5	2	18	9	14	4
k=12:	0	9	2	5	8	15	18	11	12	17	4	3	16	10	7	19	13	6	14	1
k=13:	6	2	18	0	1	15	14	7	16	17	12	11	13	3	4	5	8	19	10	9
k=14:	11	10	2	8	17	18	7	16	14	9	19	0	13	1	15	5	12	3	6	4
k=15:	1	17	14	12	13	3	19	11	10	8	16	7	0	6	5	2	18	15	9	4
k=16:	6	4	15	1	12	14	16	13	8	2	9	0	3	17	11	5	7	19	18	10
k=17:	0	18	1	13	15	17	12	7	6	3	11	2	14	5	9	8	19	16	4	10
k=18:	1	2	8	5	13	0	10	15	4	11	16	18	14	7	17	12	9	3	6	19
k=19:	14	7	4	10	5	8	2	11	1	17	13	9	19	16	18	15	12	3	0	6
k=20:	6	18	0	2	17	11	4	8	12	14	15	13	10	5	19	9	7	1	3	16
k=21:	6	1	14	16	13	19	9	7	5	12	4	17	2	18	11	0	10	15	8	3
k=22:	19	3	10	1	0	2	9	16	12	15	5	8	11	14	18	6	4	17	13	7
k=23:	18	0	1	2	15	13	4	12	11	6	3	10	5	19	17	7	16	8	9	14
k=24:	8	7	10	0	1	3	19	13	12	4	5	11	15	6	2	18	16	9	14	17
k=25:	15	19	18	7	9	10	13	5	11	3	14	17	12	8	1	6	2	16	4	0
k=26:	7	6	16	2	13	17	4	18	9	12	1	5	19	8	0	11	15	14	10	3
k=27:	19	9	1	15	10	14	7	18	17	2	16	11	12	5	3	0	6	4	8	13
