(NUMBER_COMPETITOR,I,J,K)	(6,30,10,3)
COMPETITORS	5	8	2	4	0	1
k=0:	2	9	4	0	5	7	6	8	3	1
k=1:	0	2	3	1	9	6	7	4	5	8
k=2:	9	5	4	6	7	2	8	1	3	0
Lambda_0:	0.29411764705882354	0.35294117647058826	0.35294117647058826
Lambda_1:	0.14285714285714285	0.42857142857142855	0.42857142857142855
Lambda_2:	0.2631578947368421	0.42105263157894735	0.3157894736842105
Lambda_3:	0.21428571428571427	0.42857142857142855	0.35714285714285715
Lambda_4:	0.4117647058823529	0.29411764705882354	0.29411764705882354
Lambda_5:	0.16666666666666666	0.4444444444444444	0.3888888888888889
Lambda_6:	0.26666666666666666	0.5333333333333333	0.2
Lambda_7:	0.3125	0.1875	0.5
Lambda_8:	0.4	0.4	0.2
Lambda_9:	0.35714285714285715	0.5	0.14285714285714285
Lambda_10:	0.4444444444444444	0.16666666666666666	0.3888888888888889
Lambda_11:	0.2727272727272727	0.18181818181818182	0.5454545454545454
Lambda_12:	0.2222222222222222	0.5555555555555556	0.2222222222222222
Lambda_13:	0.3333333333333333	0.2222222222222222	0.4444444444444444
Lambda_14:	0.29411764705882354	0.23529411764705882	0.47058823529411764
Lambda_15:	0.3684210526315789	0.42105263157894735	0.21052631578947367
Lambda_16:	0.21428571428571427	0.5	0.2857142857142857
Lambda_17:	0.16666666666666666	0.16666666666666666	0.6666666666666666
Lambda_18:	0.38461538461538464	0.23076923076923078	0.38461538461538464
Lambda_19:	0.5833333333333334	0.25	0.16666666666666666
Lambda_20:	0.16666666666666666	0.4444444444444444	0.3888888888888889
Lambda_21:	0.5714285714285714	0.14285714285714285	0.2857142857142857
Lambda_22:	0.26666666666666666	0.3333333333333333	0.4
Lambda_23:	0.25	0.4375	0.3125
Lambda_24:	0.16666666666666666	0.16666666666666666	0.6666666666666666
Lambda_25:	0.35714285714285715	0.2857142857142857	0.35714285714285715
Lambda_26:	0.36363636363636365	0.2727272727272727	0.36363636363636365
Lambda_27:	0.21428571428571427	0.42857142857142855	0.35714285714285715
Lambda_28:	0.3333333333333333	0.3888888888888889	0.2777777777777778
Lambda_29:	0.3888888888888889	0.3888888888888889	0.2222222222222222
q:	6000	9000	2000	9000	5000	8000	9000	1000	4000	5000	7000	3000	7000	9000	6000	1000	3000	4000	7000	2000	8000	6000	5000	2000	7000	2000	6000	8000	9000	7000
