(NUMBER_COMPETITOR,I,J,K)	(5,10,15,5)
COMPETITORS	8	3	1	12	6
k=0:	9	14	8	13	5	11	7	2	10	0	4	3	1	12	6
k=1:	1	2	7	11	5	4	12	6	10	3	8	14	9	13	0
k=2:	7	3	13	1	9	6	10	5	14	11	12	8	4	2	0
k=3:	11	1	8	7	9	5	12	13	2	6	3	10	0	14	4
k=4:	9	11	2	14	10	7	12	4	3	0	13	8	1	6	5
Lambda_0:	0.3076923076923077	0.23076923076923078	0.07692307692307693	0.23076923076923078	0.15384615384615385
Lambda_1:	0.25925925925925924	0.2962962962962963	0.14814814814814814	0.14814814814814814	0.14814814814814814
Lambda_2:	0.20689655172413793	0.06896551724137931	0.20689655172413793	0.2413793103448276	0.27586206896551724
Lambda_3:	0.18181818181818182	0.18181818181818182	0.22727272727272727	0.3181818181818182	0.09090909090909091
Lambda_4:	0.2	0.2	0.24	0.2	0.16
Lambda_5:	0.16666666666666666	0.125	0.3333333333333333	0.20833333333333334	0.16666666666666666
Lambda_6:	0.2222222222222222	0.2222222222222222	0.2222222222222222	0.1388888888888889	0.19444444444444445
Lambda_7:	0.20689655172413793	0.20689655172413793	0.2413793103448276	0.20689655172413793	0.13793103448275862
Lambda_8:	0.26666666666666666	0.06666666666666667	0.16666666666666666	0.23333333333333334	0.26666666666666666
Lambda_9:	0.15384615384615385	0.23076923076923078	0.23076923076923078	0.19230769230769232	0.19230769230769232
q:	8000	1000	7000	1000	7000	6000	2000	5000	2000	1000
