(NUMBER_COMPETITOR,I,J,K)	(4,10,10,5)
COMPETITORS	2	5	3	4
5 Permutations:
k=0:	6	9	0	4	3	7	1	5	8	2
k=1:	3	0	6	4	8	9	2	5	7	1
k=2:	7	0	6	4	9	2	5	1	3	8
k=3:	8	5	6	3	9	2	7	0	1	4
k=4:	2	0	3	8	7	9	6	1	5	4
Lambda_0:	0.25925925925925924	0.2222222222222222	0.1111111111111111	0.2222222222222222	0.18518518518518517
Lambda_1:	0.1724137931034483	0.13793103448275862	0.20689655172413793	0.20689655172413793	0.27586206896551724
Lambda_2:	0.16666666666666666	0.125	0.125	0.3333333333333333	0.25
Lambda_3:	0.2962962962962963	0.18518518518518517	0.2222222222222222	0.14814814814814814	0.14814814814814814
Lambda_4:	0.08333333333333333	0.3333333333333333	0.125	0.125	0.3333333333333333
Lambda_5:	0.2413793103448276	0.10344827586206896	0.27586206896551724	0.27586206896551724	0.10344827586206896
Lambda_6:	0.2222222222222222	0.14814814814814814	0.2222222222222222	0.18518518518518517	0.2222222222222222
Lambda_7:	0.125	0.20833333333333334	0.3333333333333333	0.125	0.20833333333333334
Lambda_8:	0.07142857142857142	0.2857142857142857	0.21428571428571427	0.25	0.17857142857142858
Lambda_9:	0.1935483870967742	0.25806451612903225	0.12903225806451613	0.16129032258064516	0.25806451612903225
