(NUMBER_COMPETITOR,I,J,K)	(5,30,30,20)
COMPETITORS	6	0	10	29	14
k=0:	12	4	15	10	14	7	0	8	19	23	24	29	17	6	26	13	16	20	28	9	21	3	22	2	5	18	27	11	1	25
k=1:	8	27	18	4	9	12	23	11	17	15	22	10	26	2	20	0	25	3	28	24	13	1	7	29	14	21	5	6	16	19
k=2:	24	21	25	14	4	29	16	8	6	18	28	26	2	9	27	3	12	5	7	17	1	15	22	10	23	0	19	11	20	13
k=3:	25	8	22	4	20	6	9	1	0	19	26	2	28	12	13	3	29	17	14	21	5	23	15	16	11	27	10	24	18	7
k=4:	15	14	26	12	8	10	20	1	19	25	4	28	23	9	11	21	17	3	18	27	7	29	16	24	13	0	5	22	2	6
k=5:	25	16	18	24	10	3	22	6	15	28	9	19	0	12	5	27	1	29	26	17	4	13	8	7	21	14	11	23	2	20
k=6:	11	1	27	22	6	29	10	17	9	8	23	26	19	0	16	4	21	18	3	28	13	5	14	7	12	20	24	15	25	2
k=7:	0	26	8	2	5	18	29	1	4	13	10	7	14	20	16	21	24	23	27	15	25	22	19	12	17	6	11	3	9	28
k=8:	21	8	24	28	17	4	20	0	2	26	15	19	9	11	12	18	13	25	27	7	1	14	29	10	3	6	5	16	22	23
k=9:	8	12	26	28	7	16	18	10	3	1	6	27	23	29	19	21	2	4	22	15	24	25	9	20	5	17	0	14	13	11
k=10:	24	23	13	5	4	12	8	22	19	29	21	27	20	26	6	3	1	17	11	15	7	9	25	18	0	14	28	10	2	16
k=11:	3	2	16	10	7	8	11	25	27	22	9	23	0	19	1	12	13	15	14	20	6	29	26	24	5	17	18	21	28	4
k=12:	25	15	27	17	2	6	14	26	16	0	7	24	20	9	3	5	10	8	21	23	29	22	13	1	18	28	19	4	12	11
k=13:	19	25	16	20	2	5	3	22	12	7	27	4	29	15	17	13	24	8	23	18	10	0	28	11	21	6	9	14	26	1
k=14:	19	18	2	0	27	11	28	3	21	15	25	5	8	4	22	29	6	24	23	1	14	9	12	17	26	13	20	7	16	10
k=15:	17	23	11	29	15	20	27	22	28	24	12	14	9	21	4	8	7	16	25	10	0	1	26	5	18	13	3	6	19	2
k=16:	25	7	26	12	24	28	0	10	22	29	9	6	5	2	18	27	11	1	8	13	19	21	20	23	4	15	17	14	16	3
k=17:	23	20	24	17	10	9	18	1	19	15	11	12	16	14	28	27	7	0	6	2	4	13	5	22	25	3	29	8	26	21
k=18:	12	14	9	18	4	11	7	21	17	23	24	27	2	10	22	20	3	29	25	8	15	28	13	5	16	6	19	1	0	26
k=19:	15	9	20	13	7	29	3	18	1	11	6	0	23	16	21	28	25	26	12	10	22	24	8	17	5	2	4	27	19	14
Lambda_0:	0.09195402298850575	0.04597701149425287	0.08045977011494253	0.09195402298850575	0.022988505747126436	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.022988505747126436	0.04597701149425287	0.034482758620689655	0.022988505747126436	0.09195402298850575	0.09195402298850575	0.034482758620689655	0.034482758620689655	0.04597701149425287	0.034482758620689655	0.034482758620689655	0.06896551724137931
Lambda_1:	0.02564102564102564	0.08974358974358974	0.07692307692307693	0.038461538461538464	0.02564102564102564	0.0641025641025641	0.038461538461538464	0.05128205128205128	0.05128205128205128	0.038461538461538464	0.0641025641025641	0.038461538461538464	0.10256410256410256	0.038461538461538464	0.02564102564102564	0.07692307692307693	0.038461538461538464	0.0641025641025641	0.02564102564102564	0.02564102564102564
Lambda_2:	0.022727272727272728	0.09090909090909091	0.09090909090909091	0.03409090909090909	0.022727272727272728	0.056818181818181816	0.03409090909090909	0.07954545454545454	0.045454545454545456	0.022727272727272728	0.03409090909090909	0.022727272727272728	0.09090909090909091	0.056818181818181816	0.07954545454545454	0.022727272727272728	0.03409090909090909	0.056818181818181816	0.07954545454545454	0.022727272727272728
Lambda_3:	0.09411764705882353	0.047058823529411764	0.047058823529411764	0.03529411764705882	0.023529411764705882	0.023529411764705882	0.047058823529411764	0.09411764705882353	0.023529411764705882	0.047058823529411764	0.023529411764705882	0.09411764705882353	0.058823529411764705	0.07058823529411765	0.058823529411764705	0.047058823529411764	0.023529411764705882	0.07058823529411765	0.03529411764705882	0.03529411764705882
Lambda_4:	0.061946902654867256	0.061946902654867256	0.061946902654867256	0.05309734513274336	0.07079646017699115	0.02654867256637168	0.035398230088495575	0.07079646017699115	0.07079646017699115	0.05309734513274336	0.05309734513274336	0.035398230088495575	0.017699115044247787	0.061946902654867256	0.035398230088495575	0.05309734513274336	0.017699115044247787	0.05309734513274336	0.07079646017699115	0.035398230088495575
Lambda_5:	0.054945054945054944	0.03296703296703297	0.08791208791208792	0.03296703296703297	0.054945054945054944	0.07692307692307693	0.04395604395604396	0.07692307692307693	0.03296703296703297	0.06593406593406594	0.07692307692307693	0.03296703296703297	0.03296703296703297	0.02197802197802198	0.02197802197802198	0.03296703296703297	0.06593406593406594	0.04395604395604396	0.07692307692307693	0.03296703296703297
Lambda_6:	0.054945054945054944	0.03296703296703297	0.08791208791208792	0.02197802197802198	0.054945054945054944	0.04395604395604396	0.03296703296703297	0.06593406593406594	0.08791208791208792	0.02197802197802198	0.054945054945054944	0.054945054945054944	0.054945054945054944	0.04395604395604396	0.03296703296703297	0.03296703296703297	0.054945054945054944	0.03296703296703297	0.04395604395604396	0.08791208791208792
Lambda_7:	0.05128205128205128	0.06837606837606838	0.06837606837606838	0.06837606837606838	0.05128205128205128	0.042735042735042736	0.03418803418803419	0.03418803418803419	0.02564102564102564	0.06837606837606838	0.05128205128205128	0.05982905982905983	0.05128205128205128	0.06837606837606838	0.05128205128205128	0.02564102564102564	0.017094017094017096	0.05128205128205128	0.05982905982905983	0.05128205128205128
Lambda_8:	0.0660377358490566	0.0660377358490566	0.05660377358490566	0.04716981132075472	0.03773584905660377	0.07547169811320754	0.04716981132075472	0.0660377358490566	0.03773584905660377	0.018867924528301886	0.07547169811320754	0.05660377358490566	0.03773584905660377	0.05660377358490566	0.0660377358490566	0.03773584905660377	0.03773584905660377	0.02830188679245283	0.04716981132075472	0.03773584905660377
Lambda_9:	0.02127659574468085	0.0425531914893617	0.0425531914893617	0.0851063829787234	0.05319148936170213	0.07446808510638298	0.0425531914893617	0.02127659574468085	0.02127659574468085	0.05319148936170213	0.0425531914893617	0.02127659574468085	0.0851063829787234	0.06382978723404255	0.0851063829787234	0.06382978723404255	0.05319148936170213	0.02127659574468085	0.05319148936170213	0.05319148936170213
