(NUMBER_COMPETITOR,I,J,K)	(5,30,30,100)
COMPETITORS	19	8	2	14	24
k=0:	11	24	4	8	17	26	9	23	22	2	27	7	28	14	16	29	18	12	3	15	13	6	1	19	21	10	20	25	0	5
k=1:	25	24	20	13	4	23	27	15	5	21	10	2	11	28	19	7	6	22	26	1	14	29	18	17	0	8	3	16	12	9
k=2:	0	27	25	14	16	15	9	23	2	10	1	24	3	12	20	17	21	28	29	4	6	11	19	26	22	18	8	5	13	7
k=3:	7	28	20	0	24	23	4	9	16	1	26	22	29	21	14	3	6	10	17	13	18	19	8	12	27	2	5	15	25	11
k=4:	21	15	26	24	22	16	5	23	18	10	4	19	7	17	3	2	1	9	0	29	13	8	14	20	12	25	28	27	11	6
k=5:	6	28	21	24	7	12	16	27	2	15	29	14	8	0	11	3	25	18	20	9	26	13	4	22	19	10	5	23	17	1
k=6:	3	29	26	10	2	28	9	0	22	8	7	24	12	25	14	11	19	13	20	21	18	4	27	16	5	1	17	15	6	23
k=7:	14	26	17	9	28	21	0	15	3	12	2	16	18	1	5	23	4	24	6	10	11	22	27	20	8	25	19	13	7	29
k=8:	20	16	18	8	13	9	14	27	4	11	7	15	28	3	1	10	21	19	5	12	0	26	2	24	22	6	25	29	17	23
k=9:	8	29	0	17	18	26	9	28	19	11	3	6	10	22	14	15	16	2	27	12	13	1	20	7	4	21	5	24	23	25
k=10:	13	7	27	26	14	23	1	25	6	12	16	5	15	22	11	4	9	3	24	19	18	17	10	28	21	0	2	8	29	20
k=11:	13	24	0	28	10	19	11	3	5	27	21	1	16	2	17	20	15	7	14	23	26	4	9	25	12	6	18	8	22	29
k=12:	19	15	2	20	6	8	9	0	17	28	22	23	16	3	27	11	21	29	4	5	13	1	18	25	24	7	12	14	10	26
k=13:	23	13	29	24	5	7	14	6	3	0	20	25	17	10	12	11	28	18	8	26	21	1	2	16	27	4	9	19	15	22
k=14:	5	4	2	10	12	7	18	6	16	15	13	21	27	29	19	17	0	20	22	25	24	3	28	1	26	8	23	11	14	9
k=15:	25	28	3	22	27	18	1	21	9	26	20	23	4	8	17	16	15	29	6	24	2	12	0	13	7	14	5	11	19	10
k=16:	17	28	21	26	15	0	19	14	11	13	24	27	20	6	10	1	9	16	25	3	18	7	8	22	5	29	12	4	2	23
