(NUMBER_COMPETITOR,I,J,K)	(5,30,30,50)
COMPETITORS	10	13	3	11	25
k=0:	10	2	17	7	16	24	9	4	15	28	0	8	18	25	1	23	3	26	5	14	13	29	21	19	22	12	20	6	11	27
k=1:	16	22	28	1	10	7	24	19	15	2	12	25	20	13	23	6	8	27	18	29	9	21	4	11	0	3	26	14	17	5
k=2:	12	29	16	7	22	23	17	6	26	11	20	19	10	1	28	24	5	13	15	27	0	14	8	25	4	21	3	9	2	18
k=3:	2	3	0	10	22	26	28	14	18	17	29	19	9	23	25	16	5	1	15	4	6	24	7	12	20	27	11	8	21	13
k=4:	4	26	15	22	12	24	28	19	1	7	9	18	2	16	27	5	13	20	0	11	10	21	25	29	6	14	8	3	23	17
k=5:	23	26	1	27	17	8	14	21	3	16	0	24	6	5	9	20	12	28	13	19	22	7	2	29	10	15	11	4	18	25
k=6:	5	10	27	19	22	23	13	25	29	11	20	8	6	14	28	9	21	1	18	24	3	15	4	17	26	16	2	7	12	0
k=7:	18	5	21	24	3	9	25	22	0	4	15	2	13	19	28	1	12	29	8	14	20	17	11	6	26	16	27	10	23	7
k=8:	25	24	22	18	8	17	5	21	3	12	14	16	7	1	6	19	20	26	2	4	27	29	0	10	13	9	15	23	28	11
k=9:	16	14	12	10	5	29	6	4	26	20	15	3	11	7	28	2	24	25	27	0	19	23	17	8	9	21	22	18	13	1
k=10:	25	18	12	16	29	26	28	8	10	11	15	1	4	14	22	23	2	6	24	5	27	21	20	13	7	3	17	0	19	9
k=11:	4	2	6	3	5	9	21	16	27	29	8	19	13	18	10	23	17	20	11	15	7	28	1	22	14	12	24	0	26	25
k=12:	17	10	23	21	1	14	11	15	13	16	0	27	6	25	3	5	29	8	28	20	4	9	7	26	18	22	24	19	2	12
k=13:	7	14	9	1	17	3	22	6	24	21	10	15	23	0	28	16	5	25	2	8	26	4	20	27	18	13	11	12	19	29
k=14:	8	0	18	22	16	25	17	4	12	9	13	11	20	3	2	5	19	7	27	24	29	10	23	14	26	28	21	1	15	6
k=15:	5	14	8	15	6	29	12	20	3	13	0	9	21	10	23	25	24	4	28	11	19	17	1	27	26	18	22	2	16	7
k=16:	10	28	5	2	27	18	15	12	7	29	0	9	22	16	13	17	20	6	14	4	19	26	24	25	11	21	3	23	1	8
k=17:	12	15	19	1	14	17	20	27	26	0	28	8	24	7	21	23	4	13	16	11	25	2	22	6	29	10	5	18	3	9
k=18:	12	18	7	19	20	17	3	27	26	10	16	15	4	2	8	14	24	29	25	0	28	9	21	1	23	6	13	11	22	5
k=19:	18	7	6	27	3	17	22	19	11	26	16	1	29	0	15	9	13	2	14	23	4	10	21	24	12	20	25	8	5	28
k=20:	13	10	19	21	8	15	20	24	23	7	26	2	1	3	5	9	11	17	4	0	22	28	14	16	25	6	27	29	12	18
k=21:	12	23	6	26	29	18	17	8	7	25	20	1	22	15	4	13	16	14	11	2	10	28	21	9	0	24	3	19	27	5
k=22:	4	17	20	23	29	0	25	18	12	15	3	13	19	22	24	11	10	5	7	28	27	9	2	21	14	6	8	26	16	1
k=23:	20	22	29	26	13	23	9	5	19	14	4	11	17	3	16	27	21	2	15	6	18	8	1	28	0	7	25	10	24	12
k=24:	3	7	15	25	6	2	22	4	0	9	17	19	18	23	24	28	11	26	27	1	12	21	14	20	5	10	13	16	29	8
k=25:	14	2	7	29	8	28	17	24	16	13	22	10	19	4	0	25	27	1	21	15	6	3	23	20	12	26	11	5	9	18
k=26:	5	7	29	14	8	25	15	13	23	10	6	18	12	17	3	16	0	27	9	1	26	24	22	4	20	21	11	19	2	28
k=27:	9	8	13	23	3	6	12	10	1	21	18	16	5	20	27	28	0	7	2	14	19	17	24	11	4	15	29	25	26	22
k=28:	28	9	7	11	26	24	22	23	21	13	20	5	4	27	2	19	16	3	15	29	12	14	6	18	8	25	17	10	1	0
k=29:	9	14	11	22	5	2	8	26	16	20	12	19	24	3	27	15	25	23	28	13	1	4	10	18	17	6	7	29	21	0
k=30:	16	4	9	1	25	29	23	19	2	17	15	18	21	3	7	14	27	22	28	20	12	11	5	6	26	10	8	13	0	24
k=31:	26	3	10	23	17	9	13	22	8	12	29	1	11	6	7	18	25	16	21	0	14	28	20	24	4	19	2	5	27	15
k=32:	24	9	15	22	25	29	6	27	14	28	26	19	10	18	17	20	0	13	1	16	5	2	12	4	3	23	7	11	21	8
k=33:	26	9	28	25	15	13	18	20	23	5	2	21	12	16	11	19	1	27	22	14	6	7	10	17	29	0	3	24	4	8
k=34:	7	13	3	14	0	29	27	6	26	24	12	20	19	25	1	11	28	4	15	10	18	9	16	2	23	5	17	21	22	8
k=35:	6	3	13	24	14	22	17	4	23	29	26	12	28	9	21	25	10	15	2	20	1	16	18	0	27	7	8	19	5	11
k=36:	27	21	22	6	9	8	25	13	10	0	15	19	23	2	17	3	1	4	20	7	11	5	26	12	18	24	28	29	14	16
k=37:	2	5	9	13	25	28	21	14	6	19	11	27	1	23	12	8	29	10	15	3	4	26	16	7	24	0	20	22	18	17
k=38:	18	28	4	2	6	11	15	21	24	17	8	5	29	16	1	27	10	3	12	7	20	14	26	19	13	22	9	23	0	25
k=39:	1	12	6	11	29	5	8	2	20	24	17	27	23	28	16	15	19	13	9	0	26	4	22	18	10	7	21	14	25	3
k=40:	2	10	23	20	9	13	25	3	18	1	0	5	19	15	8	26	16	28	22	17	21	12	6	4	27	14	29	11	24	7
k=41:	13	17	14	5	11	12	27	6	24	9	15	19	20	25	0	29	7	1	23	2	21	4	28	3	10	16	8	26	22	18
