(NUMBER_COMPETITOR,I,J,K)	(6,20,15,5)
COMPETITORS	10	6	12	13	4	2
k=0:	14	1	5	8	9	12	0	10	11	3	13	6	7	4	2
k=1:	4	10	2	12	6	7	5	1	3	14	9	0	11	8	13
k=2:	6	8	13	9	10	4	11	1	3	14	7	0	2	5	12
k=3:	14	8	1	6	2	3	0	13	7	4	10	9	12	11	5
k=4:	0	9	14	11	5	4	1	6	3	2	12	7	10	13	8
Lambda_0:	0.08	0.16	0.32	0.16	0.28
Lambda_1:	0.3157894736842105	0.3684210526315789	0.10526315789473684	0.10526315789473684	0.10526315789473684
Lambda_2:	0.16	0.24	0.08	0.2	0.32
Lambda_3:	0.32	0.12	0.28	0.12	0.16
Lambda_4:	0.08695652173913043	0.08695652173913043	0.30434782608695654	0.2608695652173913	0.2608695652173913
Lambda_5:	0.15384615384615385	0.11538461538461539	0.2692307692307692	0.15384615384615385	0.3076923076923077
Lambda_6:	0.2222222222222222	0.2962962962962963	0.2222222222222222	0.18518518518518517	0.07407407407407407
Lambda_7:	0.35714285714285715	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.21428571428571427
Lambda_8:	0.27586206896551724	0.1724137931034483	0.2413793103448276	0.13793103448275862	0.1724137931034483
Lambda_9:	0.07692307692307693	0.07692307692307693	0.3076923076923077	0.2692307692307692	0.2692307692307692
Lambda_10:	0.3125	0.1875	0.1875	0.1875	0.125
Lambda_11:	0.25	0.21428571428571427	0.10714285714285714	0.2857142857142857	0.14285714285714285
Lambda_12:	0.2692307692307692	0.19230769230769232	0.15384615384615385	0.11538461538461539	0.2692307692307692
Lambda_13:	0.2	0.24	0.16	0.2	0.2
Lambda_14:	0.22580645161290322	0.22580645161290322	0.25806451612903225	0.12903225806451613	0.16129032258064516
Lambda_15:	0.21621621621621623	0.21621621621621623	0.21621621621621623	0.13513513513513514	0.21621621621621623
Lambda_16:	0.15625	0.1875	0.1875	0.21875	0.25
Lambda_17:	0.12	0.24	0.32	0.12	0.2
Lambda_18:	0.2222222222222222	0.07407407407407407	0.2962962962962963	0.2222222222222222	0.18518518518518517
Lambda_19:	0.09523809523809523	0.23809523809523808	0.19047619047619047	0.2857142857142857	0.19047619047619047
q:	1000	7000	2000	3000	9000	2000	6000	9000	7000	6000	8000	4000	5000	3000	8000	1000	2000	1000	3000	2000
