(NUMBER_COMPETITOR,I,J,K)	(5,20,20,200)
COMPETITORS	7	18	19	5	14
k=0:	4	1	9	18	2	15	10	0	19	14	11	17	13	3	6	8	12	5	16	7
k=1:	16	13	14	5	19	3	8	10	9	11	0	2	7	18	1	15	17	6	4	12
k=2:	8	16	10	9	7	12	5	6	3	2	14	15	1	17	0	13	11	4	19	18
k=3:	9	19	18	3	17	12	1	16	10	14	5	8	4	2	6	0	13	15	7	11
k=4:	8	4	19	5	9	15	17	3	7	11	1	14	0	10	13	12	2	6	18	16
k=5:	7	0	10	8	12	11	15	9	4	19	17	1	18	16	6	3	5	14	2	13
k=6:	7	17	3	16	5	4	2	0	6	18	12	13	11	15	14	10	9	8	1	19
k=7:	13	12	5	0	4	11	19	2	15	3	9	17	18	14	8	1	10	6	7	16
k=8:	3	11	6	17	10	16	1	5	4	0	14	18	19	9	13	7	12	2	15	8
k=9:	15	8	4	14	16	0	12	10	7	5	13	17	3	18	2	19	6	11	9	1
k=10:	12	8	0	18	9	7	15	1	2	3	4	16	13	6	19	17	14	10	11	5
k=11:	6	18	17	14	8	4	0	11	13	12	3	19	16	5	7	15	9	1	2	10
k=12:	17	13	12	6	14	11	3	10	4	2	1	9	5	19	18	16	15	7	8	0
k=13:	15	17	10	6	9	7	8	12	18	5	14	3	1	2	19	13	4	16	11	0
k=14:	12	3	6	7	14	5	19	11	9	15	0	18	17	4	2	8	13	16	1	10
k=15:	11	12	16	1	6	13	0	10	2	18	5	8	4	15	14	19	7	3	17	9
k=16:	0	5	12	10	16	7	9	1	2	6	13	18	19	11	4	17	14	15	3	8
k=17:	0	9	4	16	2	3	18	14	12	1	5	15	17	10	8	19	11	6	7	13
k=18:	4	13	14	8	7	6	1	10	19	17	5	3	9	12	16	15	18	11	2	0
k=19:	2	6	18	8	17	14	3	1	9	11	15	12	10	13	4	16	0	19	5	7
k=20:	12	19	6	18	10	2	13	16	0	1	7	14	3	9	17	15	5	8	11	4
k=21:	4	0	17	8	16	11	12	9	19	18	6	7	3	13	10	5	14	2	15	1
k=22:	8	14	11	16	18	2	13	1	0	17	7	6	5	19	3	10	12	4	15	9
k=23:	2	8	15	5	4	18	16	12	1	6	19	10	13	11	0	3	9	7	14	17
k=24:	16	4	19	10	12	11	14	3	5	9	18	7	1	13	8	0	17	2	15	6
k=25:	7	16	17	4	11	12	2	18	9	6	10	5	0	14	13	15	3	1	19	8
k=26:	15	2	9	7	16	3	6	12	13	19	5	0	4	17	11	18	14	10	8	1
k=27:	15	14	1	6	2	9	18	5	19	16	0	11	8	4	17	10	12	7	13	3
k=28:	10	4	18	14	2	12	1	11	13	19	6	17	8	16	3	7	0	9	5	15
k=29:	6	13	0	18	1	19	14	3	11	8	16	9	2	4	7	15	12	17	5	10
k=30:	9	14	12	19	2	15	5	16	17	8	13	3	4	1	6	0	11	10	18	7
k=31:	14	2	8	16	13	0	15	4	1	7	6	19	3	9	17	12	18	5	11	10
k=32:	8	15	7	9	17	10	11	18	2	1	13	14	16	5	0	12	3	6	4	19
k=33:	15	11	2	17	7	12	1	13	10	8	14	16	9	5	19	18	4	6	3	0
k=34:	16	11	3	0	6	12	10	17	19	7	1	13	18	4	2	8	15	14	5	9
k=35:	3	18	17	4	15	11	8	7	9	2	19	6	5	14	1	16	0	10	13	12
k=36:	3	16	0	13	11	12	14	4	7	6	2	5	17	19	8	18	1	15	10	9
k=37:	6	9	3	0	2	12	5	8	17	7	1	10	18	15	19	16	4	13	11	14
k=38:	7	9	6	13	19	16	1	8	12	3	4	14	11	0	17	10	15	2	18	5
k=39:	19	5	18	13	17	3	4	0	6	10	7	12	16	15	11	14	1	9	2	8
k=40:	18	14	5	12	3	0	17	4	16	19	2	9	13	10	8	11	15	7	1	6
k=41:	19	17	13	6	5	10	4	11	0	3	18	7	9	14	8	1	16	12	15	2
k=42:	15	4	2	13	11	8	16	7	14	17	6	1	3	9	12	18	10	0	5	19
k=43:	13	9	6	16	2	15	18	12	8	5	4	17	7	0	1	11	3	19	10	14
k=44:	4	19	11	18	9	8	3	7	2	5	0	10	1	12	15	6	13	16	17	14
k=45:	9	2	13	7	18	8	16	10	1	4	12	19	6	17	3	15	11	0	5	14
k=46:	14	6	2	19	4	9	0	17	7	15	5	8	12	10	18	11	1	16	13	3
k=47:	15	18	3	13	2	9	11	17	10	1	7	0	14	19	16	8	12	4	6	5
k=48:	7	11	18	5	4	9	12	3	8	0	2	10	17	6	19	1	13	14	16	15
k=49:	13	19	1	3	4	9	10	7	6	12	16	17	0	2	15	18	14	11	8	5
k=50:	9	14	18	5	10	11	7	12	15	8	4	6	1	3	19	0	13	2	17	16
k=51:	3	7	1	16	9	17	19	18	15	14	0	2	13	8	12	11	10	6	5	4
k=52:	15	14	10	7	5	12	2	6	0	18	17	11	9	1	19	8	3	16	4	13
k=53:	1	6	14	4	3	17	8	15	5	9	10	12	16	13	2	11	0	7	19	18
k=54:	9	13	6	15	3	5	2	10	7	16	1	0	4	8	18	19	11	12	14	17
k=55:	3	15	5	2	9	16	1	17	7	4	6	12	11	13	0	19	10	14	18	8
k=56:	7	14	18	5	19	17	9	6	1	15	16	11	4	13	3	8	10	2	0	12
k=57:	12	5	6	7	16	19	9	4	11	13	3	14	18	1	8	17	0	2	10	15
k=58:	0	5	14	3	7	2	4	1	18	6	10	15	11	16	19	13	8	12	17	9
k=59:	12	5	15	1	9	10	19	7	0	14	4	11	8	6	13	3	2	18	16	17
k=60:	14	6	13	10	1	5	19	8	2	7	9	3	17	16	11	15	0	12	18	4
k=61:	8	10	5	0	19	17	2	16	15	7	4	14	1	11	9	12	18	6	3	13
k=62:	19	5	12	14	2	10	16	9	3	11	7	8	6	0	1	17	13	18	4	15
k=63:	13	6	5	1	9	2	10	7	11	0	8	15	16	12	17	19	18	4	14	3
k=64:	3	8	13	15	1	10	9	12	0	19	16	18	7	5	6	2	11	4	17	14
k=65:	18	3	11	17	9	1	16	10	12	7	8	15	19	5	4	0	6	2	13	14
k=66:	0	13	3	7	9	5	10	1	11	18	15	17	12	2	4	8	14	19	16	6
k=67:	7	12	14	19	10	8	11	3	5	16	9	4	15	18	0	1	6	13	2	17
k=68:	14	12	7	13	0	17	11	6	9	2	15	1	8	16	19	10	18	5	3	4
k=69:	9	7	19	13	18	16	17	11	4	12	3	5	8	1	2	15	10	0	14	6
k=70:	3	18	4	17	1	13	12	6	19	9	11	8	14	5	2	15	16	0	10	7
k=71:	7	14	8	9	16	3	4	15	19	13	12	6	17	2	18	5	1	0	10	11
k=72:	19	6	9	15	8	18	16	12	13	4	10	7	11	3	14	5	17	2	1	0
k=73:	11	16	1	2	9	0	8	5	14	19	10	15	4	3	12	17	6	18	7	13
k=74:	17	18	4	19	16	5	0	3	14	6	2	8	15	1	13	11	12	7	10	9
k=75:	6	10	16	3	9	8	7	19	11	12	18	0	4	2	15	1	14	5	13	17
k=76:	3	0	2	10	6	17	4	12	1	15	5	14	9	19	7	16	11	13	8	18
k=77:	18	4	9	12	15	10	13	19	14	2	6	0	7	8	1	11	17	3	5	16
k=78:	5	17	16	13	12	4	2	6	18	19	7	14	1	10	8	9	3	11	0	15
k=79:	9	5	11	16	6	3	15	10	8	14	2	17	7	18	13	12	19	1	0	4
k=80:	7	2	4	17	15	8	0	16	6	18	11	3	14	10	12	1	5	13	19	9
k=81:	10	16	5	19	15	13	9	14	0	18	4	7	11	17	3	2	1	8	12	6
k=82:	2	8	7	6	4	14	10	12	3	1	15	5	11	13	0	9	17	16	18	19
k=83:	19	6	0	3	18	8	10	4	12	15	2	7	17	13	5	14	1	9	11	16
k=84:	0	7	18	6	1	2	15	10	8	5	12	16	13	11	9	17	19	3	4	14
k=85:	17	16	13	19	18	4	12	1	9	2	0	10	5	3	8	14	15	11	7	6
k=86:	11	9	17	8	7	16	12	13	3	6	5	19	0	2	10	18	4	1	15	14
k=87:	13	17	3	8	5	9	7	11	12	6	16	1	19	14	4	10	0	18	15	2
k=88:	19	5	17	2	15	10	8	18	16	0	13	4	14	3	12	7	1	6	9	11
k=89:	11	9	3	19	6	18	5	16	17	0	7	4	13	15	1	8	10	12	14	2
k=90:	19	8	12	10	11	3	1	16	7	5	18	13	14	6	2	9	15	4	17	0
k=91:	14	2	10	3	5	4	7	12	15	8	1	18	19	9	11	13	17	0	6	16
k=92:	15	9	1	17	8	4	5	7	10	6	2	11	3	0	18	14	19	12	13	16
k=93:	16	13	3	15	2	18	12	10	14	8	1	4	17	9	19	6	0	5	7	11
k=94:	19	9	2	13	11	16	15	17	6	4	1	18	10	8	5	14	7	12	3	0
k=95:	10	2	4	1	18	15	11	0	16	13	17	12	14	19	9	5	7	8	3	6
k=96:	17	15	9	14	7	4	6	3	10	16	5	18	2	8	13	12	19	0	1	11
k=97:	5	8	18	2	7	1	14	3	11	9	0	13	4	16	17	10	12	19	6	15
k=98:	1	10	19	13	12	7	2	15	3	11	0	17	8	16	5	4	14	9	18	6
k=99:	9	4	17	6	18	5	10	8	7	19	2	11	15	13	14	16	3	12	1	0
k=100:	8	4	2	16	12	1	15	5	11	9	7	18	0	13	6	14	17	19	3	10
k=101:	15	0	7	8	16	9	11	18	1	14	4	6	10	3	12	5	17	2	19	13
k=102:	18	14	3	8	12	7	11	0	6	2	5	17	4	9	10	16	1	15	19	13
k=103:	3	12	19	18	5	7	9	1	0	13	4	16	17	8	10	15	6	14	2	11
k=104:	7	5	18	10	8	14	6	17	2	4	0	11	16	19	13	1	12	3	15	9
k=105:	19	18	16	0	4	9	8	10	11	14	2	17	13	1	15	3	12	5	6	7
k=106:	1	8	4	6	5	18	17	7	9	0	12	10	14	2	13	3	11	15	16	19
k=107:	1	4	19	9	5	8	14	15	13	12	17	11	16	6	2	10	3	7	18	0
k=108:	2	3	13	10	18	15	6	12	4	19	1	16	7	17	11	14	5	8	0	9
k=109:	3	4	8	2	5	12	7	13	17	16	9	10	18	15	11	14	19	1	6	0
k=110:	0	3	8	9	13	19	17	14	1	7	11	10	12	16	6	4	2	5	15	18
k=111:	2	13	16	3	12	9	15	17	0	19	8	11	5	18	7	1	14	4	6	10
k=112:	8	12	15	19	9	6	10	4	5	17	2	16	18	7	1	11	0	13	3	14
k=113:	11	18	17	1	7	12	13	19	5	4	15	10	0	14	16	8	6	3	2	9
k=114:	8	15	13	12	11	2	0	19	5	9	4	7	16	10	17	14	18	3	6	1
k=115:	11	2	14	19	3	9	12	1	6	7	4	10	15	8	0	5	16	13	17	18
k=116:	2	3	0	7	12	17	5	16	15	11	9	10	1	6	19	18	4	13	8	14
k=117:	19	1	5	16	15	12	8	11	9	0	7	10	17	13	2	14	18	4	6	3
k=118:	10	1	5	13	16	2	15	3	4	19	7	9	14	8	17	12	6	11	0	18
k=119:	2	11	13	8	5	10	7	9	18	12	6	3	17	14	0	19	4	16	15	1
k=120:	16	1	18	7	12	5	2	14	6	3	15	10	4	17	9	0	19	8	13	11
k=121:	11	12	18	17	6	1	5	10	14	9	8	13	16	4	2	19	0	15	3	7
k=122:	18	14	17	9	19	10	7	5	13	1	4	12	16	2	3	6	11	0	15	8
k=123:	2	16	14	15	17	13	3	8	1	11	6	19	0	4	7	18	12	10	9	5
k=124:	5	6	4	2	10	8	14	12	7	18	19	11	13	0	1	9	17	3	15	16
k=125:	17	8	6	16	10	3	19	5	7	14	2	12	0	1	18	4	11	9	15	13
k=126:	12	16	8	2	19	1	7	11	0	9	17	5	4	14	15	13	10	18	3	6
k=127:	7	6	16	9	12	4	0	3	17	19	5	15	18	11	2	1	14	13	8	10
k=128:	18	16	19	10	5	13	4	1	15	6	17	14	3	2	0	9	8	7	11	12
k=129:	6	5	13	11	9	10	18	4	2	0	8	14	1	16	7	3	17	19	15	12
k=130:	19	10	4	12	14	2	8	6	11	0	5	13	17	3	15	1	7	9	18	16
k=131:	2	14	18	16	19	11	8	10	5	0	12	1	4	15	6	3	17	9	13	7
k=132:	19	2	13	16	3	7	10	6	15	11	4	17	12	8	14	18	9	1	5	0
k=133:	2	0	3	14	1	4	15	8	9	7	12	6	18	10	17	19	5	13	16	11
k=134:	2	14	16	17	7	19	13	5	12	11	0	6	9	15	3	8	4	1	10	18
k=135:	2	8	19	0	7	9	12	13	6	1	16	10	17	18	15	11	4	3	14	5
k=136:	10	18	11	9	17	8	0	16	14	19	5	1	2	12	15	6	4	13	7	3
k=137:	8	11	18	14	12	4	15	17	6	1	16	13	0	10	3	19	2	5	7	9
k=138:	8	16	0	14	2	7	10	17	12	13	15	18	1	3	4	9	6	5	19	11
k=139:	8	3	16	19	12	9	7	18	1	2	14	10	13	17	4	5	6	15	11	0
k=140:	7	0	6	3	5	11	1	17	16	9	12	15	19	14	13	2	4	18	8	10
k=141:	15	12	9	5	7	16	6	3	2	10	1	13	17	14	11	8	0	18	19	4
k=142:	3	11	17	18	10	19	15	14	2	1	13	9	5	12	4	0	7	6	16	8
k=143:	7	3	13	11	8	5	17	9	1	10	2	14	0	19	12	15	16	6	18	4
k=144:	4	16	8	2	18	12	9	3	13	10	15	7	11	17	5	14	19	0	6	1
k=145:	7	5	16	12	4	11	2	3	6	14	0	19	13	15	8	17	9	18	1	10
k=146:	3	14	11	5	13	10	2	7	19	15	17	12	6	1	4	18	9	8	16	0
