(NUMBER_COMPETITOR,I,J,K)	(5,20,20,500)
COMPETITORS	0	16	7	15	1
k=0:	11	3	1	2	10	4	13	5	18	7	17	19	8	6	14	15	9	0	16	12
k=1:	9	7	5	16	6	8	19	0	4	11	15	14	18	3	13	1	2	12	17	10
k=2:	19	0	7	6	8	4	3	10	15	13	18	2	12	1	11	5	16	17	9	14
k=3:	9	14	6	17	16	15	0	10	19	2	4	13	5	3	12	1	11	18	8	7
k=4:	18	15	1	3	0	19	4	16	11	8	5	7	2	9	6	13	17	10	12	14
k=5:	0	15	18	8	17	3	16	10	13	9	7	14	11	12	5	2	4	19	1	6
k=6:	6	7	16	15	5	1	12	17	2	14	8	11	9	19	0	13	10	18	3	4
k=7:	2	8	12	14	3	19	5	16	0	7	6	1	4	15	9	10	18	17	13	11
k=8:	2	15	18	5	0	19	11	16	8	7	9	6	3	14	4	12	13	10	1	17
k=9:	8	19	4	6	12	3	2	13	5	11	16	18	9	10	7	0	1	14	15	17
k=10:	8	18	12	5	6	14	13	15	3	16	9	1	7	2	10	0	17	11	4	19
k=11:	12	19	5	13	18	16	6	2	3	14	8	10	9	0	17	7	1	4	11	15
k=12:	1	5	13	15	12	16	6	9	7	4	19	11	2	10	17	14	8	18	0	3
k=13:	5	4	11	10	2	3	12	19	15	13	6	1	17	16	8	0	7	9	14	18
k=14:	13	15	0	19	17	2	10	14	7	16	6	12	8	4	5	1	9	3	18	11
k=15:	18	19	13	17	14	10	9	6	2	4	0	3	15	5	8	1	12	7	11	16
k=16:	11	2	14	0	7	16	13	10	3	4	17	19	12	8	15	1	9	18	6	5
k=17:	14	15	0	12	2	10	13	8	1	18	4	17	11	7	19	9	6	16	5	3
k=18:	1	9	8	16	3	14	6	15	19	12	7	0	10	5	4	13	18	2	17	11
k=19:	3	5	16	9	10	17	12	1	18	0	19	11	13	15	8	14	6	7	4	2
k=20:	13	9	4	11	10	12	2	18	3	0	14	7	17	1	5	19	8	6	15	16
k=21:	9	15	6	5	11	12	10	4	1	3	13	18	0	2	8	16	14	7	19	17
k=22:	0	11	3	7	18	6	17	16	19	8	15	10	1	14	12	4	9	2	5	13
k=23:	9	16	7	5	18	6	8	2	19	11	12	14	13	1	17	15	0	3	4	10
k=24:	8	16	2	13	10	4	11	12	6	0	18	17	7	14	3	19	9	15	5	1
k=25:	16	18	19	8	10	14	7	0	3	12	1	13	11	17	2	5	4	6	9	15
k=26:	19	5	15	0	16	17	13	1	4	18	6	9	7	11	10	14	12	8	2	3
k=27:	8	6	1	4	16	9	18	7	5	14	3	15	17	12	2	19	0	10	11	13
k=28:	10	6	16	4	9	11	3	15	19	17	13	2	1	14	12	0	5	8	18	7
k=29:	3	19	14	18	17	4	1	5	6	7	8	11	13	12	9	0	16	10	15	2
k=30:	9	16	7	1	13	12	17	4	5	0	18	19	10	2	14	6	3	11	15	8
k=31:	12	17	19	13	10	5	3	16	0	2	1	18	4	6	7	9	11	15	14	8
k=32:	5	11	16	2	3	12	19	18	14	15	8	13	0	4	1	17	10	6	7	9
k=33:	11	14	16	17	0	3	9	19	7	6	1	2	8	12	18	10	5	15	13	4
k=34:	17	10	12	18	19	14	5	16	15	3	0	8	1	4	13	7	6	2	9	11
k=35:	2	14	16	3	4	18	0	8	1	12	9	5	7	15	10	19	17	6	13	11
k=36:	6	18	0	17	11	1	16	13	12	5	15	8	4	7	14	19	2	10	9	3
k=37:	12	19	9	10	16	0	18	14	11	8	4	1	5	7	15	3	2	17	13	6
k=38:	17	9	1	6	2	3	12	19	18	13	10	16	5	11	14	0	4	7	15	8
k=39:	19	0	3	1	14	7	4	9	16	15	2	10	13	5	6	17	11	18	8	12
k=40:	6	3	8	18	12	14	10	2	9	11	15	7	17	5	19	0	16	1	13	4
k=41:	11	14	10	13	16	17	0	19	8	6	7	2	4	18	9	12	15	1	5	3
k=42:	3	11	6	7	12	0	10	8	13	18	9	14	4	1	17	5	16	2	19	15
k=43:	7	14	2	1	17	12	16	8	9	4	11	15	19	10	3	13	18	0	5	6
k=44:	3	16	15	14	11	1	7	17	13	12	18	4	2	6	8	5	9	10	0	19
