(NUMBER_COMPETITOR,I,J,K)	(6,20,20,30)
COMPETITORS	10	9	18	5	11	1
k=0:	1	13	14	19	3	16	10	6	12	7	17	18	8	2	9	0	5	11	15	4
k=1:	6	18	8	15	7	5	10	17	4	0	12	13	3	16	2	11	14	19	9	1
k=2:	15	14	8	16	7	19	17	2	0	6	3	12	4	10	11	13	18	1	5	9
k=3:	3	7	16	4	12	13	19	1	2	11	6	10	9	8	14	5	15	17	18	0
k=4:	15	6	5	14	2	19	18	8	13	1	0	9	10	4	11	12	16	3	17	7
k=5:	1	7	2	11	15	0	19	17	14	3	16	13	6	5	18	4	12	10	8	9
k=6:	3	7	18	12	5	19	15	13	11	8	9	6	17	16	1	2	14	4	10	0
k=7:	14	9	0	18	7	10	2	4	1	12	15	5	11	3	6	13	16	19	17	8
k=8:	4	7	12	13	18	11	14	17	8	2	5	16	1	6	9	19	3	15	10	0
k=9:	6	3	4	17	19	18	12	1	0	14	9	11	7	16	8	15	13	10	2	5
k=10:	0	16	1	8	18	3	17	5	9	11	12	15	7	2	19	13	6	14	10	4
k=11:	0	5	15	9	19	12	1	14	8	11	3	7	18	17	2	16	10	6	4	13
k=12:	10	0	4	19	6	11	18	5	17	15	7	2	12	13	9	1	14	3	8	16
k=13:	8	7	18	13	0	14	5	19	4	9	6	15	16	1	3	2	17	12	10	11
k=14:	18	3	8	11	5	19	15	17	1	10	7	9	13	2	4	14	0	6	16	12
k=15:	17	15	0	13	7	9	14	2	5	18	19	12	8	10	11	1	16	3	6	4
k=16:	1	18	0	5	4	12	14	2	15	10	16	8	9	19	17	7	11	3	6	13
k=17:	18	2	11	9	7	16	6	12	17	19	15	1	8	0	3	5	4	14	10	13
k=18:	19	15	16	18	12	4	14	1	0	3	6	17	9	11	5	13	2	7	8	10
k=19:	4	1	14	5	2	19	17	18	0	7	9	15	12	16	13	10	3	11	6	8
k=20:	16	15	0	6	7	11	8	3	4	2	12	13	17	19	5	1	10	9	14	18
k=21:	18	15	10	4	16	2	1	11	0	14	19	12	5	9	8	3	7	6	17	13
k=22:	2	1	8	9	3	11	0	18	14	16	7	5	17	10	13	12	6	4	19	15
k=23:	6	17	18	1	19	5	3	16	11	2	10	12	7	13	14	8	4	15	9	0
k=24:	12	3	14	1	18	0	15	4	8	13	5	11	7	6	10	9	16	17	19	2
k=25:	4	12	3	14	15	8	5	0	6	19	11	16	10	18	13	2	1	7	17	9
k=26:	17	7	11	18	14	5	0	15	10	1	9	6	13	19	16	4	8	3	2	12
k=27:	8	6	18	3	9	13	19	12	2	15	11	14	16	1	10	17	5	4	7	0
