(NUMBER_COMPETITOR,I,J,K)	(7,30,10,3)
COMPETITORS	3	2	4	0	5	6	1
k=0:	2	1	9	6	0	7	3	5	8	4
k=1:	2	6	3	4	0	9	1	8	5	7
k=2:	1	3	9	8	4	6	5	2	0	7
Lambda_0:	0.3684210526315789	0.42105263157894735	0.21052631578947367
Lambda_1:	0.5384615384615384	0.15384615384615385	0.3076923076923077
Lambda_2:	0.3333333333333333	0.16666666666666666	0.5
Lambda_3:	0.13333333333333333	0.3333333333333333	0.5333333333333333
Lambda_4:	0.42105263157894735	0.15789473684210525	0.42105263157894735
Lambda_5:	0.38095238095238093	0.2857142857142857	0.3333333333333333
Lambda_6:	0.3888888888888889	0.2222222222222222	0.3888888888888889
Lambda_7:	0.23529411764705882	0.4117647058823529	0.35294117647058826
Lambda_8:	0.375	0.5	0.125
Lambda_9:	0.4375	0.1875	0.375
Lambda_10:	0.3076923076923077	0.5384615384615384	0.15384615384615385
Lambda_11:	0.21428571428571427	0.5	0.2857142857142857
Lambda_12:	0.21052631578947367	0.3684210526315789	0.42105263157894735
Lambda_13:	0.3125	0.375	0.3125
Lambda_14:	0.5	0.3333333333333333	0.16666666666666666
Lambda_15:	0.5	0.21428571428571427	0.2857142857142857
Lambda_16:	0.3125	0.5	0.1875
Lambda_17:	0.47058823529411764	0.35294117647058826	0.17647058823529413
Lambda_18:	0.18181818181818182	0.18181818181818182	0.6363636363636364
Lambda_19:	0.5333333333333333	0.26666666666666666	0.2
Lambda_20:	0.38461538461538464	0.46153846153846156	0.15384615384615385
Lambda_21:	0.375	0.25	0.375
Lambda_22:	0.16666666666666666	0.3888888888888889	0.4444444444444444
Lambda_23:	0.4	0.4666666666666667	0.13333333333333333
Lambda_24:	0.6363636363636364	0.18181818181818182	0.18181818181818182
Lambda_25:	0.25	0.375	0.375
Lambda_26:	0.3333333333333333	0.5	0.16666666666666666
Lambda_27:	0.4	0.26666666666666666	0.3333333333333333
Lambda_28:	0.35294117647058826	0.35294117647058826	0.29411764705882354
Lambda_29:	0.125	0.4375	0.4375
q:	8000	7000	7000	6000	1000	8000	6000	1000	2000	3000	5000	8000	6000	5000	5000	9000	4000	8000	5000	9000	3000	4000	3000	9000	7000	5000	5000	4000	1000	1000
