(NUMBER_COMPETITOR,I,J,K)	(5,20,20,20)
COMPETITORS	7	16	1	15	17
k=0:	18	8	13	15	16	6	10	19	2	17	4	3	14	11	1	7	9	5	0	12
k=1:	9	1	5	8	0	10	15	18	11	7	17	3	16	19	6	14	2	4	12	13
k=2:	14	0	1	16	11	17	5	3	2	13	4	6	8	19	15	12	9	18	10	7
k=3:	16	15	14	7	19	18	13	2	4	11	6	17	9	0	12	10	3	5	8	1
k=4:	17	10	7	16	1	13	15	19	2	12	8	11	9	3	0	14	18	5	6	4
k=5:	7	10	19	5	1	4	3	14	6	2	9	13	8	16	11	0	15	17	18	12
k=6:	11	13	7	8	18	19	2	4	10	17	5	0	15	14	3	1	9	6	12	16
k=7:	12	19	10	13	15	18	9	11	0	6	7	3	2	5	1	16	14	8	4	17
k=8:	5	14	6	8	12	3	0	18	2	19	15	1	11	13	7	4	16	10	17	9
k=9:	15	9	0	17	14	8	13	12	10	16	7	6	1	5	2	18	3	19	4	11
k=10:	8	13	4	14	12	16	18	10	15	3	17	0	2	6	5	1	11	9	7	19
k=11:	8	16	5	14	11	13	2	17	10	19	0	15	7	18	9	1	4	6	12	3
k=12:	15	1	4	14	17	9	18	3	7	2	12	11	6	10	0	8	19	16	5	13
k=13:	18	2	7	3	10	5	15	6	16	1	13	9	19	0	8	4	14	11	17	12
k=14:	0	19	12	6	5	1	2	4	7	11	15	3	10	14	18	8	9	13	16	17
k=15:	16	15	7	11	0	19	10	3	13	1	12	6	14	8	2	4	5	18	9	17
k=16:	17	3	0	8	10	19	1	7	4	13	18	12	11	5	6	16	15	14	9	2
k=17:	1	12	19	14	15	7	9	2	0	8	5	3	6	13	10	11	16	17	18	4
k=18:	15	2	10	8	6	18	4	7	11	16	14	5	19	9	13	1	0	3	12	17
k=19:	19	17	13	8	2	9	15	16	4	3	11	12	6	14	10	18	5	0	1	7
Lambda_0:	0.05	0.05	0.04	0.02	0.07	0.08	0.07	0.07	0.03	0.02	0.02	0.03	0.06	0.08	0.08	0.08	0.02	0.07	0.02	0.04
Lambda_1:	0.02830188679245283	0.04716981132075472	0.07547169811320754	0.04716981132075472	0.018867924528301886	0.04716981132075472	0.07547169811320754	0.04716981132075472	0.018867924528301886	0.05660377358490566	0.0660377358490566	0.07547169811320754	0.0660377358490566	0.05660377358490566	0.07547169811320754	0.018867924528301886	0.02830188679245283	0.05660377358490566	0.04716981132075472	0.04716981132075472
Lambda_2:	0.07142857142857142	0.030612244897959183	0.030612244897959183	0.02040816326530612	0.05102040816326531	0.08163265306122448	0.05102040816326531	0.07142857142857142	0.061224489795918366	0.07142857142857142	0.061224489795918366	0.061224489795918366	0.07142857142857142	0.030612244897959183	0.04081632653061224	0.030612244897959183	0.030612244897959183	0.05102040816326531	0.05102040816326531	0.030612244897959183
Lambda_3:	0.07526881720430108	0.03225806451612903	0.03225806451612903	0.07526881720430108	0.06451612903225806	0.021505376344086023	0.03225806451612903	0.08602150537634409	0.021505376344086023	0.053763440860215055	0.06451612903225806	0.03225806451612903	0.021505376344086023	0.053763440860215055	0.07526881720430108	0.08602150537634409	0.03225806451612903	0.043010752688172046	0.043010752688172046	0.053763440860215055
Lambda_4:	0.022727272727272728	0.09090909090909091	0.056818181818181816	0.09090909090909091	0.07954545454545454	0.022727272727272728	0.045454545454545456	0.03409090909090909	0.045454545454545456	0.056818181818181816	0.03409090909090909	0.06818181818181818	0.045454545454545456	0.03409090909090909	0.045454545454545456	0.022727272727272728	0.022727272727272728	0.045454545454545456	0.06818181818181818	0.06818181818181818
Lambda_5:	0.05357142857142857	0.07142857142857142	0.017857142857142856	0.0625	0.0625	0.05357142857142857	0.07142857142857142	0.05357142857142857	0.044642857142857144	0.0625	0.03571428571428571	0.044642857142857144	0.017857142857142856	0.05357142857142857	0.044642857142857144	0.05357142857142857	0.017857142857142856	0.05357142857142857	0.05357142857142857	0.07142857142857142
Lambda_6:	0.05319148936170213	0.02127659574468085	0.0425531914893617	0.07446808510638298	0.0425531914893617	0.07446808510638298	0.031914893617021274	0.031914893617021274	0.05319148936170213	0.05319148936170213	0.07446808510638298	0.06382978723404255	0.02127659574468085	0.05319148936170213	0.02127659574468085	0.06382978723404255	0.05319148936170213	0.06382978723404255	0.05319148936170213	0.05319148936170213
Lambda_7:	0.05357142857142857	0.017857142857142856	0.07142857142857142	0.05357142857142857	0.017857142857142856	0.026785714285714284	0.0625	0.03571428571428571	0.0625	0.07142857142857142	0.044642857142857144	0.026785714285714284	0.05357142857142857	0.05357142857142857	0.05357142857142857	0.026785714285714284	0.07142857142857142	0.07142857142857142	0.05357142857142857	0.07142857142857142
Lambda_8:	0.08421052631578947	0.06315789473684211	0.042105263157894736	0.021052631578947368	0.042105263157894736	0.05263157894736842	0.021052631578947368	0.07368421052631578	0.07368421052631578	0.05263157894736842	0.08421052631578947	0.021052631578947368	0.042105263157894736	0.042105263157894736	0.021052631578947368	0.021052631578947368	0.08421052631578947	0.06315789473684211	0.021052631578947368	0.07368421052631578
Lambda_9:	0.06306306306306306	0.06306306306306306	0.06306306306306306	0.06306306306306306	0.05405405405405406	0.02702702702702703	0.05405405405405406	0.07207207207207207	0.05405405405405406	0.07207207207207207	0.04504504504504504	0.05405405405405406	0.05405405405405406	0.02702702702702703	0.02702702702702703	0.018018018018018018	0.05405405405405406	0.05405405405405406	0.036036036036036036	0.04504504504504504
