(NUMBER_COMPETITOR,I,J,K)	(5,30,30,500)
COMPETITORS	7	21	3	17	18
k=0:	10	18	29	12	25	23	2	6	14	7	5	8	1	17	26	24	11	28	27	3	19	20	4	16	0	15	9	21	22	13
k=1:	20	13	9	7	8	0	15	2	27	11	23	3	1	17	25	21	18	4	14	24	5	22	28	6	10	12	16	19	26	29
k=2:	2	5	7	17	16	19	8	9	26	13	23	1	20	11	27	15	21	18	29	6	24	12	14	3	4	22	25	0	10	28
k=3:	25	28	15	16	23	20	4	24	17	19	27	7	18	11	13	6	9	3	10	0	8	29	22	21	26	2	14	12	5	1
k=4:	11	21	27	12	8	15	6	13	20	25	4	7	16	9	24	23	10	18	26	28	5	3	1	0	14	29	2	17	22	19
k=5:	23	9	16	5	20	28	6	27	0	13	29	15	7	10	2	3	18	26	1	11	12	21	19	22	14	25	24	8	4	17
k=6:	11	13	22	24	23	5	12	28	4	14	15	27	3	6	1	19	9	2	29	18	26	10	7	0	8	16	17	20	21	25
k=7:	20	10	5	1	23	13	19	12	16	7	11	4	25	17	9	24	22	29	3	15	2	18	0	14	8	6	26	21	28	27
k=8:	0	28	26	27	20	11	9	29	2	24	21	25	14	19	15	16	5	13	1	23	18	17	8	12	7	4	22	6	3	10
k=9:	20	13	21	23	8	9	1	14	3	2	7	22	16	28	19	17	6	26	5	4	24	11	18	0	29	27	10	15	12	25
k=10:	20	3	6	26	14	2	25	10	8	4	16	13	21	7	12	29	5	24	15	11	1	18	0	17	19	23	22	28	27	9
k=11:	26	7	4	28	16	22	5	17	23	12	8	10	0	6	27	21	1	14	20	9	13	15	2	3	24	19	25	29	11	18
k=12:	1	5	14	16	17	29	21	15	19	6	4	13	23	27	8	10	2	3	0	12	9	11	28	25	22	18	20	7	26	24
k=13:	6	26	24	5	7	19	18	20	3	13	28	15	8	21	23	27	4	14	25	11	0	12	1	22	9	16	17	29	10	2
k=14:	13	19	11	3	24	0	12	20	10	1	29	8	15	25	9	4	21	28	7	18	26	2	22	14	16	17	6	23	27	5
k=15:	29	4	11	27	2	18	17	16	28	21	6	0	25	5	8	12	24	10	20	19	26	7	15	23	9	1	14	22	13	3
k=16:	15	2	20	24	21	17	27	11	0	13	18	23	26	12	22	1	5	8	9	4	16	3	10	29	14	28	7	6	19	25
k=17:	8	11	19	9	6	24	12	21	23	2	5	26	7	4	15	18	25	22	10	29	17	3	1	27	13	16	14	28	0	20
k=18:	21	15	14	22	17	3	7	12	11	9	27	23	24	19	25	8	1	28	29	16	13	0	18	2	4	6	10	26	5	20
k=19:	6	4	10	14	13	26	2	20	1	0	5	8	28	16	19	24	11	22	29	7	27	9	21	15	18	17	25	3	23	12
k=20:	7	12	26	2	22	16	23	19	14	17	20	9	6	11	0	15	1	25	10	27	29	13	5	3	28	24	4	21	18	8
k=21:	26	4	16	8	3	22	9	18	14	27	12	0	1	20	29	25	28	7	19	24	23	5	17	13	2	6	11	15	21	10
k=22:	15	8	24	10	11	3	7	17	16	20	29	14	0	9	13	5	19	21	1	4	28	12	23	18	22	6	2	26	27	25
k=23:	28	20	5	11	14	16	22	3	15	29	23	13	8	24	9	12	26	2	6	17	4	27	18	19	21	25	1	10	7	0
k=24:	1	5	22	19	15	20	27	23	12	29	11	24	25	6	14	28	18	3	17	16	8	9	7	2	10	0	13	4	26	21
k=25:	27	7	10	1	19	22	13	20	24	15	0	12	18	17	21	26	5	28	2	6	4	23	11	25	29	8	9	14	16	3
k=26:	5	19	0	17	22	11	28	2	10	20	12	14	23	18	16	1	21	27	24	7	25	29	3	13	4	9	6	26	15	8
k=27:	11	1	15	9	23	21	24	22	18	10	2	6	25	12	4	17	8	13	26	7	19	14	29	27	28	16	5	3	0	20
k=28:	5	14	8	20	0	29	15	28	10	6	13	17	16	11	26	4	18	7	22	23	3	12	2	9	21	27	25	1	19	24
k=29:	18	7	20	0	6	10	28	22	23	29	15	16	1	26	3	4	13	24	5	2	12	19	21	25	9	11	8	27	17	14
k=30:	11	24	4	29	19	27	26	21	12	6	28	14	8	18	22	2	0	3	23	10	16	13	5	20	9	25	17	7	1	15
k=31:	28	10	20	25	0	16	2	15	11	3	6	22	26	24	7	27	17	13	23	21	29	12	18	8	19	14	9	4	1	5
k=32:	9	8	24	6	26	13	3	4	15	23	16	28	17	27	1	29	5	10	20	22	14	18	2	12	11	7	25	0	21	19
k=33:	8	2	20	1	12	15	17	6	14	5	22	27	21	23	16	26	3	29	7	10	4	0	28	11	25	24	13	18	9	19
k=34:	0	29	13	3	19	11	14	22	18	5	25	8	12	28	9	1	6	26	21	27	15	17	4	20	16	2	24	23	7	10
k=35:	29	4	23	13	7	10	8	5	9	0	25	3	24	6	18	15	11	14	28	22	21	2	27	16	20	1	19	26	12	17
k=36:	22	7	9	20	5	24	8	2	14	12	10	0	18	17	6	11	15	19	25	1	23	29	21	26	4	3	28	27	16	13
k=37:	13	4	10	16	6	14	24	27	8	18	28	17	7	12	1	21	3	0	15	11	22	20	29	25	26	5	23	9	19	2
k=38:	12	0	7	27	25	19	28	23	24	6	17	8	11	21	13	14	22	16	26	29	18	10	20	3	15	5	2	4	9	1
k=39:	25	7	9	23	12	15	1	17	26	22	16	5	20	2	11	28	8	10	13	4	21	3	6	14	29	24	19	0	18	27
k=40:	7	22	0	29	18	27	9	20	12	25	8	19	16	5	21	3	13	2	15	10	23	28	6	24	17	11	4	26	1	14
k=41:	26	11	24	8	14	27	3	16	1	15	29	2	4	12	0	17	10	20	21	25	23	18	22	9	19	5	6	28	7	13
k=42:	27	25	17	7	29	4	21	13	18	9	2	12	5	26	14	23	15	0	11	6	19	1	20	10	28	8	16	24	3	22
k=43:	11	5	22	29	8	14	23	3	12	6	9	26	19	13	0	17	21	1	25	28	4	20	15	24	7	27	16	2	10	18
k=44:	17	9	19	22	2	27	14	15	23	16	20	12	11	0	13	1	29	10	8	25	5	3	26	24	28	7	21	6	18	4
k=45:	0	1	12	2	20	18	28	26	7	19	11	14	9	16	8	17	29	15	4	3	6	22	25	21	10	24	27	5	23	13
k=46:	16	12	9	11	15	24	1	8	6	26	29	7	0	4	20	18	25	2	23	13	5	14	27	17	19	28	3	21	22	10
k=47:	0	11	24	13	21	1	27	26	18	4	10	25	6	2	7	14	20	9	3	5	12	28	19	29	8	17	15	22	23	16
k=48:	1	15	19	7	4	14	17	2	8	21	25	20	0	29	6	26	12	23	10	3	11	13	22	18	9	24	27	16	28	5
k=49:	8	21	13	9	29	24	16	14	6	28	7	19	27	23	18	10	12	17	20	0	1	5	25	2	26	22	15	4	11	3
k=50:	11	1	16	29	12	4	0	24	21	6	25	27	8	22	10	19	15	5	3	23	28	14	17	18	2	13	20	7	9	26
k=51:	21	28	11	24	5	8	22	4	29	9	0	20	12	18	7	10	13	23	19	16	26	6	17	1	15	14	25	2	3	27
k=52:	28	19	0	15	14	3	24	10	9	26	8	4	12	13	5	25	20	6	11	27	2	21	18	23	7	22	1	17	16	29
k=53:	15	21	26	8	20	5	11	6	18	17	24	13	16	28	14	10	7	22	4	25	29	3	2	9	23	0	1	19	27	12
k=54:	19	13	11	0	28	27	7	25	6	2	8	3	18	1	10	14	4	21	20	22	24	16	12	5	23	26	9	29	15	17
k=55:	18	20	1	23	16	2	15	8	6	3	11	14	19	4	27	10	22	9	17	13	28	26	29	25	0	21	12	24	5	7
k=56:	11	7	8	17	29	0	21	16	26	18	28	6	12	1	2	27	5	20	10	23	15	19	13	24	3	4	9	14	25	22
k=57:	22	28	29	5	21	27	16	2	13	7	12	19	11	4	26	10	25	18	14	8	6	0	20	3	1	9	24	23	17	15
k=58:	19	24	10	23	2	8	17	12	29	1	18	15	0	4	6	3	25	28	21	22	14	5	27	11	7	9	13	20	26	16
k=59:	28	23	8	18	21	22	16	29	25	24	0	10	27	2	5	11	14	7	4	1	19	26	17	13	3	9	20	6	15	12
k=60:	5	3	8	23	14	24	26	13	21	6	19	27	29	10	22	4	7	11	17	15	28	12	2	16	18	20	0	25	1	9
k=61:	15	18	29	9	16	21	10	11	12	1	22	24	14	27	4	23	26	20	19	28	8	25	0	17	13	6	5	2	3	7
k=62:	12	9	11	26	5	6	8	23	27	20	2	28	4	10	0	18	22	1	15	3	19	17	29	21	16	24	13	25	7	14
k=63:	26	19	29	7	28	0	12	24	8	5	1	25	27	22	18	11	9	15	23	16	14	6	3	20	17	13	4	2	10	21
k=64:	20	0	14	21	25	2	10	24	6	1	16	19	5	26	4	17	13	15	11	23	3	29	8	22	18	9	27	7	12	28
k=65:	9	15	26	29	23	16	18	4	10	25	22	20	7	24	27	2	3	28	12	13	5	6	21	17	11	19	8	14	1	0
k=66:	3	17	7	0	26	16	19	12	20	11	8	14	21	18	4	10	5	6	2	23	1	15	29	24	22	25	9	13	27	28
k=67:	10	25	28	13	0	8	26	12	18	2	5	11	21	19	3	22	29	4	16	15	9	17	27	20	24	7	14	23	1	6
k=68:	24	3	11	18	2	28	13	12	6	9	4	1	14	26	23	19	0	22	7	10	8	21	25	16	5	17	15	20	29	27
k=69:	6	12	1	23	2	14	18	7	28	26	13	3	19	29	8	22	0	27	11	21	17	4	10	24	16	9	5	25	15	20
