(NUMBER_COMPETITOR,I,J,K)	(4,10,15,5)
COMPETITORS	6	3	5	14
k=0:	4	3	7	9	13	5	0	12	14	11	2	8	1	10	6
k=1:	2	13	3	7	6	9	5	0	14	8	1	4	10	11	12
k=2:	8	6	14	13	12	9	5	2	3	11	7	1	0	10	4
k=3:	10	4	2	12	6	0	3	13	9	5	7	14	8	11	1
k=4:	3	7	13	6	0	14	12	9	2	10	5	8	1	11	4
Lambda_0:	0.2	0.2	0.25	0.1	0.25
Lambda_1:	0.19230769230769232	0.2692307692307692	0.19230769230769232	0.23076923076923078	0.11538461538461539
Lambda_2:	0.25	0.14285714285714285	0.21428571428571427	0.10714285714285714	0.2857142857142857
Lambda_3:	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.2692307692307692	0.2692307692307692
Lambda_4:	0.2	0.2	0.2	0.12	0.28
Lambda_5:	0.30434782608695654	0.13043478260869565	0.08695652173913043	0.17391304347826086	0.30434782608695654
Lambda_6:	0.08	0.16	0.24	0.24	0.28
Lambda_7:	0.08695652173913043	0.2608695652173913	0.34782608695652173	0.08695652173913043	0.21739130434782608
Lambda_8:	0.20689655172413793	0.10344827586206896	0.20689655172413793	0.20689655172413793	0.27586206896551724
Lambda_9:	0.2777777777777778	0.1111111111111111	0.16666666666666666	0.2777777777777778	0.16666666666666666
q:	7000	7000	7000	2000	2000	9000	8000	3000	4000	5000
