(NUMBER_COMPETITOR,I,J,K)	(5,30,30,30)
COMPETITORS	10	11	9	18	27
k=0:	2	18	17	22	4	20	15	1	3	25	13	11	7	29	24	10	5	8	26	19	28	6	27	23	16	21	9	0	14	12
k=1:	29	26	5	8	22	28	21	12	1	3	20	24	10	4	18	11	19	0	27	25	9	14	6	7	23	16	13	17	2	15
k=2:	17	4	0	20	16	19	25	11	6	29	21	3	7	8	1	14	15	26	22	28	24	5	10	23	13	2	12	18	27	9
k=3:	25	17	27	1	24	5	9	4	8	18	6	22	15	0	7	11	20	21	14	29	12	16	10	2	13	23	28	19	26	3
k=4:	19	28	27	11	3	7	18	17	2	29	22	23	10	9	16	5	21	12	20	4	6	14	24	15	25	13	0	8	1	26
k=5:	19	28	5	4	21	17	13	10	9	20	27	29	0	23	8	22	26	18	12	16	7	25	14	11	24	1	15	2	6	3
k=6:	21	8	26	23	9	14	20	3	27	29	1	6	12	17	19	16	22	24	5	4	13	10	11	18	0	2	25	28	15	7
k=7:	24	26	3	2	25	12	1	11	10	18	6	17	0	8	13	23	4	5	20	15	19	9	27	7	16	14	22	29	28	21
k=8:	23	20	9	26	19	7	1	27	5	24	6	15	10	25	21	2	12	0	8	18	22	28	13	3	11	14	29	16	17	4
k=9:	4	6	3	7	15	12	23	16	10	20	13	25	8	18	19	14	5	21	28	0	29	2	27	17	11	1	24	9	26	22
k=10:	13	12	25	2	10	7	11	24	14	16	27	19	4	6	0	9	29	18	8	21	5	23	26	20	28	3	22	15	1	17
k=11:	15	0	23	12	13	27	10	2	4	26	24	16	19	7	5	3	6	21	14	20	29	18	9	1	28	25	22	8	11	17
k=12:	10	2	26	8	28	19	9	14	20	27	23	16	24	4	11	13	0	1	6	12	15	7	18	21	25	29	22	5	3	17
k=13:	22	17	20	4	14	24	5	18	0	26	25	13	6	10	19	29	1	3	7	2	12	27	21	11	16	8	9	15	28	23
k=14:	1	23	14	15	10	24	8	25	6	21	11	7	29	20	12	5	22	9	13	2	3	16	28	19	27	26	0	17	18	4
k=15:	19	28	18	2	25	10	0	4	26	11	24	23	16	29	15	3	9	6	12	8	13	7	1	22	17	14	21	27	20	5
k=16:	25	0	7	11	14	2	5	27	4	15	8	17	13	23	24	18	10	6	22	28	19	21	12	20	9	16	3	26	1	29
k=17:	1	6	21	18	15	12	27	5	2	13	4	26	7	0	25	20	9	28	3	10	17	8	29	24	19	23	14	16	22	11
k=18:	26	14	7	4	29	1	25	27	28	17	5	16	6	24	9	23	21	12	0	3	19	13	15	2	20	10	11	8	22	18
k=19:	24	10	27	8	5	11	13	28	2	0	9	14	21	22	20	7	15	4	18	12	17	29	1	3	19	25	23	16	6	26
k=20:	24	12	3	29	23	10	20	15	22	7	5	21	27	14	6	9	4	28	0	11	17	2	19	13	26	1	8	18	16	25
k=21:	15	17	20	10	19	13	14	3	12	27	21	5	28	7	29	22	0	9	16	1	23	6	18	24	11	25	4	26	8	2
k=22:	18	27	14	28	9	11	23	13	12	7	19	24	5	2	20	17	1	29	0	25	21	16	26	3	15	10	8	22	6	4
k=23:	19	27	24	2	29	12	0	11	10	17	5	15	28	22	16	14	3	18	7	9	8	26	4	1	6	20	25	21	23	13
k=24:	19	29	25	27	8	20	15	14	3	18	23	28	16	2	13	22	0	12	17	21	26	9	4	11	5	24	1	6	10	7
k=25:	3	26	0	29	8	27	18	6	23	28	4	20	25	15	7	10	12	16	14	9	19	22	11	21	17	1	24	2	5	13
k=26:	28	24	7	17	21	29	6	5	1	23	15	13	11	25	18	8	22	10	16	26	0	4	3	19	12	2	9	20	27	14
k=27:	29	28	7	3	4	1	22	12	24	0	21	18	9	16	5	26	27	25	17	11	14	8	20	15	6	13	2	10	23	19
k=28:	15	20	16	27	7	13	6	3	25	19	22	26	21	11	28	12	10	23	29	5	2	9	4	1	17	8	24	0	14	18
k=29:	22	2	7	4	21	15	20	17	8	24	29	13	27	23	12	14	11	0	6	10	9	19	3	28	1	25	18	26	5	16
Lambda_0:	0.02702702702702703	0.0472972972972973	0.013513513513513514	0.033783783783783786	0.02702702702702703	0.0472972972972973	0.04054054054054054	0.013513513513513514	0.02027027027027027	0.02027027027027027	0.02027027027027027	0.013513513513513514	0.02702702702702703	0.02702702702702703	0.033783783783783786	0.05405405405405406	0.033783783783783786	0.0472972972972973	0.04054054054054054	0.05405405405405406	0.033783783783783786	0.02702702702702703	0.033783783783783786	0.02702702702702703	0.04054054054054054	0.04054054054054054	0.0472972972972973	0.0472972972972973	0.02027027027027027	0.04054054054054054
