(NUMBER_COMPETITOR,I,J,K)	(3,30,10,3)
COMPETITORS	6	5	4
k=0:	5	4	8	0	1	9	2	3	7	6
k=1:	2	4	1	8	7	6	0	5	3	9
k=2:	8	0	2	4	3	5	1	6	9	7
Lambda_0:	0.4166666666666667	0.25	0.3333333333333333
Lambda_1:	0.2	0.3333333333333333	0.4666666666666667
Lambda_2:	0.17647058823529413	0.47058823529411764	0.35294117647058826
Lambda_3:	0.2222222222222222	0.3333333333333333	0.4444444444444444
Lambda_4:	0.3	0.4	0.3
Lambda_5:	0.25	0.375	0.375
Lambda_6:	0.18181818181818182	0.2727272727272727	0.5454545454545454
Lambda_7:	0.5	0.1875	0.3125
Lambda_8:	0.21052631578947367	0.3684210526315789	0.42105263157894735
Lambda_9:	0.3157894736842105	0.3684210526315789	0.3157894736842105
Lambda_10:	0.5	0.2857142857142857	0.21428571428571427
Lambda_11:	0.29411764705882354	0.35294117647058826	0.35294117647058826
Lambda_12:	0.35294117647058826	0.17647058823529413	0.47058823529411764
Lambda_13:	0.35294117647058826	0.17647058823529413	0.47058823529411764
Lambda_14:	0.3684210526315789	0.3157894736842105	0.3157894736842105
Lambda_15:	0.2222222222222222	0.5555555555555556	0.2222222222222222
Lambda_16:	0.21428571428571427	0.5	0.2857142857142857
Lambda_17:	0.38461538461538464	0.46153846153846156	0.15384615384615385
Lambda_18:	0.2631578947368421	0.42105263157894735	0.3157894736842105
Lambda_19:	0.21428571428571427	0.5714285714285714	0.21428571428571427
Lambda_20:	0.18181818181818182	0.2727272727272727	0.5454545454545454
Lambda_21:	0.3157894736842105	0.3684210526315789	0.3157894736842105
Lambda_22:	0.5	0.3333333333333333	0.16666666666666666
Lambda_23:	0.4	0.2	0.4
Lambda_24:	0.34782608695652173	0.34782608695652173	0.30434782608695654
Lambda_25:	0.34782608695652173	0.34782608695652173	0.30434782608695654
Lambda_26:	0.5333333333333333	0.3333333333333333	0.13333333333333333
Lambda_27:	0.5	0.125	0.375
Lambda_28:	0.3333333333333333	0.3333333333333333	0.3333333333333333
Lambda_29:	0.13333333333333333	0.5333333333333333	0.3333333333333333
q:	1000	6000	2000	8000	7000	8000	6000	4000	1000	7000	4000	4000	2000	5000	9000	6000	4000	3000	1000	3000	4000	9000	4000	8000	3000	9000	1000	4000	8000	8000
