(NUMBER_COMPETITOR,I,J,K)	(5,50,30,50)
COMPETITORS	4	29	28	0	27
k=0:	0	4	21	24	13	8	2	27	9	1	10	5	14	11	20	6	16	18	19	15	23	12	22	3	25	17	7	26	28	29
k=1:	7	21	1	26	8	19	22	11	24	20	2	10	6	4	17	15	9	23	29	12	0	14	5	18	16	3	25	13	27	28
k=2:	14	15	13	29	3	21	20	5	27	17	26	19	18	23	1	25	22	7	24	12	10	6	9	16	4	8	11	28	2	0
k=3:	14	6	27	13	18	21	7	15	3	10	8	24	17	9	0	4	29	25	11	26	20	23	22	5	19	16	1	2	28	12
k=4:	14	6	16	29	19	0	11	12	9	10	2	27	15	4	8	7	17	3	18	28	23	20	25	21	24	22	1	26	5	13
k=5:	11	29	21	15	13	2	17	18	4	14	3	12	26	1	9	5	23	10	20	19	16	28	0	25	6	24	8	7	22	27
k=6:	3	11	1	20	13	22	26	16	8	17	14	5	4	9	19	0	10	7	28	12	6	24	18	2	29	25	23	15	21	27
k=7:	26	20	2	11	14	12	7	10	25	15	17	1	21	23	4	28	27	5	16	6	24	13	19	0	8	3	22	18	9	29
k=8:	7	11	23	16	26	0	3	24	4	20	28	1	8	2	5	13	9	10	17	15	27	21	29	18	12	22	6	25	19	14
k=9:	28	9	1	19	16	27	24	21	17	23	2	7	29	0	5	6	8	15	22	10	14	11	12	3	18	13	20	4	25	26
k=10:	20	3	1	14	7	11	15	26	10	9	13	8	18	24	16	19	21	0	17	27	12	29	4	2	23	22	28	5	6	25
k=11:	18	10	29	21	19	13	25	15	22	16	2	1	20	24	4	6	11	9	0	12	7	23	3	26	14	17	8	28	27	5
k=12:	16	24	5	1	8	23	25	22	0	20	15	17	19	29	14	21	11	27	6	9	18	12	7	13	3	28	4	2	10	26
k=13:	14	17	26	18	5	15	13	9	25	24	28	11	6	4	16	19	12	22	0	20	2	7	23	29	1	21	3	10	27	8
k=14:	2	19	9	10	16	29	1	7	8	17	0	20	28	22	12	25	26	23	21	13	3	14	11	4	6	15	5	27	24	18
k=15:	6	25	0	19	1	5	21	4	20	22	2	24	18	14	15	7	28	17	26	29	10	9	23	12	8	27	3	11	16	13
k=16:	0	12	24	23	29	17	8	7	18	11	25	13	21	22	3	5	15	4	26	19	16	27	1	10	9	28	20	2	6	14
k=17:	23	19	8	27	28	12	22	18	0	4	7	29	1	11	13	6	17	21	10	2	24	3	25	14	16	20	9	26	15	5
k=18:	2	5	9	8	10	29	4	21	24	20	19	12	22	28	7	0	17	18	6	23	15	16	11	27	3	14	25	1	13	26
k=19:	11	0	15	24	25	1	10	21	18	27	20	7	8	29	4	6	9	3	28	5	2	23	22	26	14	19	17	16	13	12
k=20:	24	0	19	14	25	1	7	21	8	9	15	6	11	23	29	12	28	18	4	17	3	10	13	22	26	2	20	5	16	27
k=21:	0	17	28	7	10	25	15	14	11	9	26	22	21	13	27	6	2	5	29	1	3	18	23	24	19	16	8	20	4	12
k=22:	11	24	2	5	17	16	3	15	9	18	22	7	1	0	23	12	4	6	27	14	19	28	8	25	26	29	13	10	21	20
k=23:	19	29	28	7	15	26	13	6	18	14	21	12	25	17	23	5	9	10	2	4	3	24	22	8	1	27	16	0	20	11
k=24:	21	8	3	18	0	22	25	12	19	23	14	6	16	26	28	10	1	9	5	20	4	27	17	24	15	13	7	29	11	2
k=25:	27	3	25	22	29	12	0	10	24	26	5	18	7	17	28	19	21	4	14	9	6	15	16	2	13	1	23	8	11	20
k=26:	11	21	23	6	18	24	29	22	19	15	5	4	16	7	3	17	14	1	20	28	10	26	13	27	8	9	0	25	2	12
k=27:	10	12	14	8	9	5	20	29	19	1	6	2	27	17	3	18	23	15	4	25	0	11	24	16	21	26	28	7	13	22
k=28:	21	16	5	29	17	1	24	23	14	8	9	0	2	3	18	27	13	25	7	4	28	10	15	6	22	19	26	11	20	12
k=29:	15	6	0	24	4	3	7	8	22	2	23	14	10	28	18	29	27	9	20	21	5	26	1	17	12	13	19	11	25	16
k=30:	16	21	4	20	14	6	17	19	11	8	12	9	26	15	18	25	27	29	3	22	2	13	0	5	1	23	7	10	28	24
k=31:	13	7	5	28	26	22	6	9	1	27	3	14	16	8	2	21	10	15	29	19	24	18	0	23	25	12	11	17	20	4
k=32:	20	19	14	28	1	23	9	29	27	15	17	16	13	26	24	2	25	12	21	4	18	10	8	0	5	22	3	6	7	11
k=33:	6	2	5	25	11	8	16	20	26	28	3	9	4	7	13	22	18	17	14	0	1	21	15	19	29	10	27	12	24	23
k=34:	17	25	20	15	26	6	1	4	18	12	27	29	5	8	16	23	22	9	24	28	0	21	7	14	11	13	19	10	2	3
k=35:	12	7	9	23	0	27	16	5	8	19	26	1	13	14	11	28	2	24	29	3	18	25	6	4	21	22	20	10	17	15
k=36:	2	26	19	29	14	0	15	1	16	7	18	23	27	20	10	22	3	12	9	17	13	28	6	11	21	24	8	5	4	25
k=37:	4	27	17	0	5	3	24	18	8	21	11	14	6	29	9	22	25	15	10	26	12	7	1	23	16	28	19	13	2	20
k=38:	12	28	11	1	25	22	7	23	29	2	14	16	9	27	13	4	6	5	17	21	26	20	18	8	3	24	10	15	0	19
k=39:	15	25	12	17	18	5	6	4	23	24	10	3	16	28	11	29	20	7	27	19	26	8	22	21	13	14	9	0	1	2
k=40:	16	29	10	13	11	0	8	12	24	17	20	15	4	2	27	9	3	5	28	19	26	23	22	18	14	25	21	6	1	7
k=41:	19	7	2	18	28	8	5	24	16	3	17	20	1	11	27	15	21	12	4	29	26	0	22	25	9	10	23	14	6	13
k=42:	9	25	16	1	24	10	29	18	11	17	5	22	19	14	7	3	2	21	28	15	23	8	13	27	4	0	12	26	6	20
k=43:	28	8	26	16	7	12	4	17	5	1	29	25	27	23	18	3	21	2	15	11	19	10	6	22	13	14	24	0	20	9
k=44:	27	28	12	15	5	9	6	21	0	2	24	3	1	22	8	18	11	17	26	20	29	4	7	13	23	16	19	25	14	10
k=45:	5	11	16	15	25	12	19	0	1	29	21	20	4	23	24	7	27	8	14	6	13	9	3	10	18	2	22	26	17	28
k=46:	9	7	21	2	22	6	8	5	3	4	16	24	12	27	29	26	25	15	13	28	14	0	23	19	10	17	20	11	18	1
k=47:	19	21	4	20	29	28	2	7	23	8	27	10	15	0	3	1	16	5	13	12	26	14	22	6	24	18	17	9	25	11
k=48:	24	11	10	18	3	0	26	25	22	6	28	17	21	20	27	14	1	29	4	23	16	15	8	13	7	2	19	5	9	12
k=49:	28	25	8	22	12	1	29	10	7	2	14	4	20	3	15	9	24	16	17	18	23	11	13	19	27	5	21	26	6	0
Lambda_0:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_1:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_2:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_3:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_4:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_5:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_6:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_7:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_8:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_9:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_10:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_11:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_12:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_13:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_14:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_15:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_16:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_17:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_18:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_19:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_20:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_21:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_22:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_23:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_24:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_25:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_26:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_27:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_28:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lambda_29:	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
